49
3	0	3	0	0	0	0	14	4	0	0	0	0	0	0	6	3	3	9	5	3	13	10	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	0	0	10	0	0	
0	12	0	11	0	0	0	13	2	6	0	0	0	0	6	0	1	11	1	13	6	5	8	14	0	0	0	0	0	12	0	0	0	0	0	0	12	0	0	1	0	0	0	6	0	0	0	7	0	
12	0	9	0	3	0	0	0	4	2	3	0	0	0	3	1	0	10	0	1	8	0	9	5	6	0	0	0	10	0	12	0	6	0	0	0	0	2	0	0	12	0	0	0	13	0	0	0	8	
0	13	0	12	0	13	0	0	0	13	1	0	0	0	3	11	10	0	3	12	11	0	0	3	12	12	0	0	0	13	0	5	0	12	0	10	0	0	10	0	0	12	0	0	0	10	0	0	0	
0	0	1	0	2	0	2	0	0	0	2	0	12	0	9	1	0	3	0	0	2	0	0	0	10	0	12	0	0	0	11	0	13	0	7	0	10	0	0	12	0	0	8	0	0	0	0	0	0	
0	0	0	5	0	8	0	0	0	0	0	11	8	13	5	13	1	12	0	0	13	0	0	0	0	8	11	1	0	0	0	5	0	5	0	0	0	0	0	0	1	0	0	7	0	0	0	3	0	
0	0	0	0	2	0	10	0	0	0	0	0	9	13	3	6	8	11	2	13	0	0	0	0	0	0	4	12	0	0	0	0	1	0	0	0	0	0	11	0	0	6	0	0	8	0	0	0	0	
10	0	0	8	0	0	0	3	0	2	0	0	0	0	13	5	0	0	0	0	0	0	2	1	4	7	3	4	8	11	0	0	0	0	0	8	0	9	0	0	0	0	4	0	0	1	0	0	0	
0	8	0	0	12	0	0	0	7	0	2	0	0	0	10	8	9	0	0	0	0	2	0	9	8	8	12	13	1	6	1	0	0	0	0	0	6	0	14	0	0	0	0	12	0	0	5	0	0	
0	0	11	0	0	5	0	9	0	0	0	2	0	0	0	14	5	3	0	0	0	1	9	0	9	12	1	3	0	14	7	4	0	0	0	14	0	4	0	1	0	0	0	0	0	0	0	13	0	
10	0	0	12	0	0	10	0	4	0	10	0	10	0	0	0	6	12	10	0	0	4	8	9	0	8	10	0	0	0	11	0	7	0	0	0	0	0	0	0	13	0	13	0	0	10	0	0	14	
0	3	0	0	14	0	0	0	0	9	0	14	0	9	0	0	0	12	0	8	0	7	8	12	8	0	5	11	0	0	0	14	13	7	0	0	0	13	0	8	0	11	0	0	0	0	9	0	0	
0	0	8	0	0	3	0	0	0	0	6	0	12	0	0	0	0	0	12	11	4	3	12	1	10	5	0	10	0	0	0	0	1	11	8	0	0	0	10	0	9	0	0	0	11	0	0	5	0	
0	0	0	10	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	1	12	4	13	3	0	11	10	0	0	0	0	0	0	7	13	0	0	0	0	13	0	13	0	0	0	4	0	0	5	
7	0	0	0	0	0	0	12	0	0	14	0	0	0	6	0	10	0	0	0	0	8	1	0	0	0	0	0	0	6	7	3	1	11	8	5	2	0	0	0	0	0	6	0	14	0	0	0	0	
0	13	0	0	0	0	0	0	1	0	0	3	0	0	0	12	0	13	0	0	0	11	6	14	0	0	0	0	6	0	5	5	4	1	2	8	2	4	0	0	0	0	0	0	0	7	0	0	0	
0	0	1	0	0	0	5	0	0	9	0	0	7	0	0	0	12	0	11	0	0	0	1	7	11	0	0	0	7	5	0	14	9	1	7	0	14	14	1	0	0	0	10	0	8	0	4	0	0	
0	0	0	3	0	0	0	10	0	0	6	0	0	12	0	0	0	5	0	5	0	0	0	4	0	14	0	0	3	5	14	0	2	11	0	0	0	14	3	10	0	0	0	10	0	1	0	4	0	
1	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0	6	0	13	0	1	0	0	0	7	13	1	0	1	4	9	2	0	5	6	0	0	0	10	7	7	0	0	0	2	0	10	0	8	
0	13	0	0	0	8	0	0	0	1	0	0	6	0	0	0	0	12	0	5	0	0	0	0	0	7	11	7	11	1	1	11	5	0	13	0	0	0	0	6	6	3	0	0	0	10	0	3	0	
0	0	9	0	0	0	8	0	0	0	14	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	8	13	8	2	7	0	6	13	0	0	0	0	0	0	3	5	0	0	0	0	8	0	5	
5	0	0	0	0	8	0	1	0	0	0	13	0	0	1	0	0	10	0	0	0	8	0	14	0	0	0	0	5	8	0	0	0	0	0	0	5	13	10	9	12	0	5	7	0	0	0	0	0	
0	6	0	0	0	0	12	0	6	0	0	0	1	0	0	12	0	0	10	0	0	0	6	0	0	0	0	0	2	2	14	0	0	0	0	5	0	2	3	2	6	3	9	10	0	0	0	0	0	
0	0	6	0	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	0	0	9	0	4	0	13	0	0	0	4	14	14	0	0	0	13	2	0	10	1	7	6	0	2	10	12	0	0	0	
0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	11	0	14	0	0	0	10	0	0	0	1	3	10	0	0	10	3	10	0	13	2	3	0	0	2	8	5	0	0	
0	0	0	0	10	0	0	7	0	0	0	9	0	0	0	1	0	0	12	0	0	0	0	1	0	8	0	13	0	0	0	10	7	6	0	9	2	1	13	0	5	13	0	0	0	7	4	4	0	
8	0	0	0	0	13	0	0	5	0	0	0	14	0	0	0	12	0	0	1	0	0	0	0	13	0	9	0	0	0	0	0	7	6	3	12	6	7	2	5	0	11	0	0	0	0	4	13	6	
0	10	0	0	0	0	11	0	0	4	0	0	0	1	0	0	0	12	0	0	6	0	0	0	0	11	0	13	0	0	0	0	0	3	5	0	3	6	3	13	11	0	0	0	0	0	0	14	5	
13	0	0	0	0	0	0	1	0	0	0	0	3	0	4	0	0	0	8	0	0	4	0	0	13	0	0	0	6	0	10	0	0	0	0	5	9	0	0	0	0	0	0	5	0	6	5	12	1	
0	6	0	0	0	0	0	0	13	0	0	0	0	14	0	6	0	0	0	7	0	0	12	0	0	0	0	0	0	0	0	10	0	0	0	7	10	2	0	0	0	0	5	0	2	12	11	9	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	8	0	0	0	0	0	11	0	14	0	8	0	2	0	0	0	0	10	2	0	0	0	0	2	0	2	1	14	8	
0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	1	0	0	10	0	0	4	0	7	0	1	0	10	0	0	0	12	8	7	0	0	6	12	2	0	11	5	9	
0	0	0	0	2	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	4	0	10	0	8	0	0	0	5	4	4	0	5	11	1	11	0	5	0	
0	0	0	0	0	3	0	4	0	0	0	0	12	0	0	7	0	0	0	3	0	0	0	13	0	0	5	0	0	0	0	4	0	3	0	0	0	0	0	4	13	14	12	9	14	5	5	0	13	
4	0	0	0	0	0	7	0	11	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	8	0	5	0	0	0	0	0	6	5	1	0	8	9	0	13	0	
